customer_name,customer_contact,customer_address,customer_city,customer_postal_code,customer_country,order_date,order_quantity,product_name,product_unit,product_price,category_name,category_description,shipper_name,shipper_phone,supplier_name,supplier_contact,supplier_address,supplier_city,supplier_postal_code,supplier_country,supplier_phone,employee_last_name,employee_first_name,employee_birthdate,employee_photo,employee_notes
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1997-01-14 00:00:00",18,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,"1997-01-14 00:00:00",50,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,"1997-01-15 00:00:00",2,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Hungry Coyote Import Store","Yoshi Latimer","City Center Plaza 516 Main St.",Elgin,97827,USA,"1997-01-15 00:00:00",20,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1997-01-16 00:00:00",20,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1997-01-16 00:00:00",10,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Prepared meats","Federal Shipping","(503) 555-9931","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1997-01-16 00:00:00",20,"Ravioli Angelo","24 - 250 g pkgs.",19.5,Grains/Cereals,"Breads, crackers, pasta, and cereal","Federal Shipping","(503) 555-9931","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1997-01-16 00:00:00",50,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales","Federal Shipping","(503) 555-9931","Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1997-01-16 00:00:00",2,Spegesild,"4 - 450 g glasses",12,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931",Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1997-01-16 00:00:00",36,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Desserts, candies, and sweet breads","Federal Shipping","(503) 555-9931","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Simons bistro","Jytte Petersen","Vinbaltet 34",Kobenhavn,1734,Denmark,"1997-01-16 00:00:00",35,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Federal Shipping","(503) 555-9931","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1997-01-17 00:00:00",60,Chang,"24 - 12 oz bottles",19,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1997-01-17 00:00:00",55,"Zaanse koeken","10 - 4 oz boxes",9.5,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1997-01-17 00:00:00",16,"Sirop derable","24 - 500 ml bottles",28.5,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Speedy Express","(503) 555-9831","Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1997-01-17 00:00:00",15,"Longlife Tofu","5 kg pkg.",10,Produce,"Dried fruit and bean curd","Speedy Express","(503) 555-9831","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Geneve,1203,Switzerland,"1997-01-20 00:00:00",60,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Richter Supermarkt","Michael Holz","Grenzacherweg 237",Geneve,1203,Switzerland,"1997-01-20 00:00:00",20,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,"1997-01-21 00:00:00",20,"Mishi Kobe Niku","18 - 500 g pkgs.",97,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,"1997-01-21 00:00:00",2,Konbu,"2 kg box",6,Seafood,"Seaweed and fish","Speedy Express","(503) 555-9831",Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,"1997-01-21 00:00:00",8,"Outback Lager","24 - 355 ml bottles",15,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Wellington Importadora","Paula Parente","Rua do Mercado, 12",Resende,08737-363,Brazil,"1997-01-21 00:00:00",20,"Rod Kaviar","24 - 150 g jars",15,Seafood,"Seaweed and fish","Speedy Express","(503) 555-9831","Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"1997-01-21 00:00:00",4,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"1997-01-21 00:00:00",30,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"1997-01-21 00:00:00",15,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"1997-01-21 00:00:00",10,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","Speedy Express","(503) 555-9831","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"Franchi S.p.A.","Paolo Accorti","Via Monte Bianco 34",Torino,10100,Italy,"1997-01-22 00:00:00",2,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Gourmet Lanchonetes","Andre Fonseca","Av. Brasil, 442",Campinas,04876-786,Brazil,"1997-01-23 00:00:00",14,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Gourmet Lanchonetes","Andre Fonseca","Av. Brasil, 442",Campinas,04876-786,Brazil,"1997-01-23 00:00:00",20,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1997-01-23 00:00:00",60,"Steeleye Stout","24 - 12 oz bottles",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1997-01-23 00:00:00",49,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,"1997-01-23 00:00:00",30,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,"1997-01-24 00:00:00",10,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Prepared meats","United Package","(503) 555-3199","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,"1997-01-24 00:00:00",20,Lakkalikoori,"500 ml",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","United Package","(503) 555-3199","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,"1997-01-27 00:00:00",5,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Breads, crackers, pasta, and cereal","Speedy Express","(503) 555-9831","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Galeria del gastronomo","Eduardo Saavedra","Rambla de Cataluna, 23",Barcelona,08022,Spain,"1997-01-27 00:00:00",7,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Breads, crackers, pasta, and cereal","Speedy Express","(503) 555-9831","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria,"1997-01-27 00:00:00",35,Tofu,"40 - 100 g pkgs.",23.25,Produce,"Dried fruit and bean curd","United Package","(503) 555-3199",Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy,"1997-01-28 00:00:00",20,Spegesild,"4 - 450 g glasses",12,Seafood,"Seaweed and fish","Speedy Express","(503) 555-9831",Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,King,Robert,"1960-05-29 00:00:00",EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1997-01-29 00:00:00",40,"Valkoinen suklaa","12 - 100 g bars",16.25,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"1997-01-29 00:00:00",35,Vegie-spread,"15 - 625 g jars",43.9,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings","United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,"1997-01-30 00:00:00",45,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,"1997-01-30 00:00:00",50,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Desserts, candies, and sweet breads","Speedy Express","(503) 555-9831","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,"1997-01-30 00:00:00",30,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Breads, crackers, pasta, and cereal","Speedy Express","(503) 555-9831","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,"1997-01-30 00:00:00",70,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,"1997-01-30 00:00:00",50,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","United Package","(503) 555-3199","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,"1997-01-30 00:00:00",50,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"Seaweed and fish","United Package","(503) 555-3199","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Bottom-Dollar Marketse","Elizabeth Lincoln","23 Tsawassen Blvd.",Tsawassen,"T2F 8M4",Canada,"1997-01-30 00:00:00",30,"Zaanse koeken","10 - 4 oz boxes",9.5,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22",Zaandam,"9999 ZZ",Netherlands,"(12345) 1212",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,"1997-01-31 00:00:00",10,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,"1997-01-31 00:00:00",40,Tourtiere,"16 pies",7.45,Meat/Poultry,"Prepared meats","United Package","(503) 555-3199","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
